passenger_id,age_group,gender,nationality,language_preference,travel_persona
334c2370-b685-4900-b3f3-b1f675d7ad8d,61+,M,Fiji,FJ,Leisure
1f097db7-fe19-48d5-add0-dcfcdf2b139a,31-45,F,Fiji,EN,VFR
8149fbb4-5e64-4cf2-8d6c-70d0bf24c25f,46-60,M,Fiji,FJ,Leisure
fba05749-f91d-4325-8bb0-9653df14ba7e,61+,M,Fiji,HI,Business
ca7c33ed-289a-4318-8c84-105a2b8478fc,61+,F,New Zealand,EN,Leisure
7e6859b3-470a-4b35-bf6a-6c5e30ef6cb8,31-45,F,Australia,EN,Leisure
9003e31d-3d05-407d-a394-b2c0bde16108,46-60,M,Other,EN,Business
310fef78-f221-42f0-9d98-0b1d691efd3f,61+,M,Rest of Pacific,EN,Leisure
d36f6b52-3eae-4b84-8e15-1019ce051312,31-45,F,USA,EN,Leisure
1acfa1e1-0ba5-4c8e-9898-da23614d3a90,31-45,M,Australia,EN,Leisure
c17609b2-aa19-4756-b0e3-124e6927b952,46-60,M,Australia,FJ,VFR
07e043d9-4e78-474a-a3ba-a06f5e3703ea,31-45,F,Australia,EN,VFR
5c7c045e-94f2-4937-bb2c-65c02a69dc25,31-45,M,Australia,EN,Business
dccb4f72-3b0d-47e1-a46d-d67295fb1a4d,31-45,F,Australia,EN,VFR
0c9474fc-f206-49d4-ad37-f87d71086f5f,23-30,M,New Zealand,FJ,Business
46e5b6fd-0a61-4572-8fdc-e9715663b05d,16-22,M,Australia,EN,VFR
baa0a624-8a16-4547-91d3-4269e2041a5d,23-30,F,Australia,EN,VFR
fe270a1b-c402-4afb-877b-e418e15ab98e,31-45,F,Japan,EN,Business
34118d8e-7ef6-4054-98e5-a325dfafad59,16-22,F,New Zealand,EN,Leisure
18b2c51b-a6ab-4bf4-8c2c-466dc8cddc66,61+,F,Australia,EN,VFR
803115e2-f67a-4bff-99e4-d3eb32956a87,23-30,M,Singapore,EN,Business
f6d89f68-ce01-4ad0-888f-b426a3f603be,23-30,Non-Binary,Australia,EN,Leisure
18c8c4ab-0ccb-4c7c-aa39-7f1a06352d5c,23-30,M,USA,HI,Leisure
8713a8a5-f337-4913-b789-620793e4df6f,46-60,M,Fiji,FJ,Leisure
0a6d1def-ddeb-4e57-9e96-59df0d1759a1,31-45,F,New Zealand,FJ,Leisure
a454a03d-a5fb-4295-8027-bd8e8f6ca552,61+,F,Australia,EN,VFR
ce433fe4-bd45-44ab-a174-1290725c823b,61+,F,Australia,EN,Leisure
d64b955f-db78-42fc-9cd3-10f41d34d8dc,61+,M,Australia,EN,Leisure
02034a57-32c2-46ae-b76f-9fbbc77ab12d,31-45,F,New Zealand,FJ,Leisure
16251f91-b0e1-4af3-ab02-86996c2f8f46,16-22,F,Singapore,FJ,VFR
4377c80a-8613-4700-8052-ae052fb2188e,23-30,F,Fiji,EN,Business
0ad39b87-9d6a-44d7-b867-07fcf921131c,31-45,F,USA,EN,Leisure
f2c8ef63-60a9-4d38-be3b-2f0825d28db1,23-30,M,Hong Kong,EN,Business
08883de6-6be9-4de9-a006-10fda8b18387,31-45,M,Fiji,FJ,Business
31b795cb-4ef8-46af-9d24-5db9282343be,23-30,F,Fiji,FJ,Leisure
2e0c2d29-198b-4eb9-8865-cf9619f15267,31-45,F,Fiji,EN,Business
00dfcf71-80cb-444b-bf7d-24f141f60888,16-22,F,Australia,FJ,Leisure
cbc00165-6639-4d58-a6d2-8e74fd31d863,61+,M,Australia,EN,Business
e4932d2e-fea5-41c7-b658-486f58ec1e59,23-30,M,Fiji,HI,Leisure
52a6bfe5-fff8-44d2-bf55-0438c05621a0,31-45,F,Fiji,FJ,Leisure
76ef34a2-2396-4b6f-9fbb-33c9ecd7bb9b,16-22,M,Australia,EN,Leisure
32aac3f0-7228-4fce-b5e9-e4455e2e5d21,16-22,F,Japan,FJ,Business
545a1506-8eff-46a8-aceb-e4a113434b1c,61+,M,Australia,EN,Leisure
cf274b9d-5327-46b7-9d88-28747aae0c94,31-45,F,Fiji,EN,Leisure
2d9bccbf-bb24-40bb-b7d4-d160e77c820b,23-30,F,USA,EN,VFR
7ffd8f91-6d18-4a58-8b91-dce0add318eb,46-60,F,Australia,EN,Business
4706fc4e-1e09-44b3-95e7-854a78003021,16-22,F,Japan,EN,Leisure
91889201-acc4-4342-aaa9-5b2bdf065ef8,16-22,F,Fiji,EN,VFR
d4ef7d2d-d5d8-4a69-80ae-b3f642560486,61+,F,Singapore,FJ,VFR
217d99cf-4d6e-4f69-84dd-a862f253d353,31-45,M,New Zealand,EN,Business
61075c9e-4e12-47d5-bd23-ffc8fe674eae,46-60,M,New Zealand,EN,Leisure
f0af977a-dab6-4af3-be0c-4435031061c5,46-60,M,Australia,FJ,VFR
1161ba1e-fe6d-4b27-a197-05f2d60b453c,46-60,F,Australia,EN,Leisure
ea038dc5-7909-42c7-8080-11b482e36b54,31-45,M,Japan,EN,Leisure
7fcc50ff-bf06-4b44-9fd5-57f9e5e834a4,23-30,M,Australia,EN,Business
2418dbda-41bd-4980-ad2e-633bcaa6f5aa,16-22,M,Australia,EN,Leisure
c5bbce42-cd9c-4fcd-b310-cb5c47dd9e03,31-45,M,Rest of Pacific,FJ,Business
a1d08be2-52ab-4d08-9973-f206231d650b,46-60,M,Fiji,EN,Business
93f0ff61-1e2e-4c0a-86ea-a570793ed2a2,16-22,F,Australia,EN,Leisure
ddf1cca5-7491-4e3f-8270-83a429c8a3cc,16-22,F,New Zealand,EN,Leisure
179d90bd-4ee2-405f-9e90-2d205e716243,46-60,F,Australia,EN,Leisure
cff5a922-eddf-4bac-8047-c98e912e530a,46-60,F,Australia,EN,VFR
0c22a086-0f81-44a0-8654-b3aa5f686755,16-22,M,Fiji,EN,Leisure
342fd2f1-a870-4097-80a1-029f250f8060,61+,F,Australia,EN,Business
165e602f-4b5f-415b-b43a-695d73581b69,16-22,F,New Zealand,EN,Leisure
fe96dd41-cce5-4676-8142-3e6a8b0ed9dd,23-30,F,Fiji,FJ,VFR
765fbbc1-33c4-42de-bee1-be3de49e5968,23-30,F,Fiji,EN,VFR
b6a976dc-7b8f-434e-8fe8-e1006baf97d8,61+,M,Australia,FJ,VFR
073c25d2-c036-4ba2-bdb9-4bdfc36fe72a,31-45,M,Australia,EN,VFR
20ba714b-95cc-464a-ae28-e9a3e22b1a85,16-22,F,Australia,EN,VFR
15a6b66a-8631-40da-a715-9be8a66f4757,23-30,M,Fiji,HI,Leisure
a98b3c28-ae0e-46e1-990a-a60e12a10fa2,16-22,F,Australia,EN,VFR
5a5d7d49-3cc4-4f25-8bb9-168c32922b3c,61+,M,Other,EN,Leisure
51c68e2d-2342-4ca6-b85d-ce4f6fd95f88,46-60,M,Fiji,EN,Leisure
a42183da-33c7-4c2c-b804-09fc1c6bddb3,61+,M,Fiji,FJ,Business
dd594a7a-a9b0-42dc-bbc4-cbb2ccdaace4,61+,F,Australia,EN,Business
af9da6a6-6f5f-4103-ad6b-c29a731689ac,61+,F,Australia,FJ,VFR
9e9cb436-5185-449f-8eb9-224a643e4076,23-30,F,Australia,FJ,Business
b15f777b-eac9-4b7c-9039-66872c4b9224,61+,F,USA,FJ,Business
758879bb-c6fc-4986-98b8-b0e734315fbb,46-60,M,New Zealand,FJ,VFR
57bd947a-96cb-4a4d-b4b6-e8b4615f287d,46-60,M,Australia,FJ,VFR
344845b4-27a2-46b9-ad93-cfd6930d8d0b,46-60,F,USA,EN,Business
9dd291c0-6d35-412d-88dd-6111ee50112a,31-45,F,New Zealand,FJ,Leisure
aa44454e-631c-4bc1-9b30-17bdf48b3ef2,61+,M,USA,EN,Leisure
44755d96-961e-4099-aa66-5e7710c58774,46-60,M,Australia,EN,Leisure
c746a9ea-8db8-4808-a024-097fec8feb82,31-45,F,Fiji,EN,Leisure
4d4d0358-a55e-4249-9614-2d404f3e1562,61+,F,Fiji,FJ,Business
8816c5c8-78a3-4aff-8f82-05bc54352c1a,61+,F,Australia,FJ,Leisure
231159cd-2f56-4c69-9937-6ed6abbc4d51,16-22,F,New Zealand,EN,Leisure
357348cc-41af-4398-99c3-aa7415358d04,61+,M,New Zealand,EN,Business
47a283c3-1df6-4ee3-9de9-49ce0ce3d89d,16-22,M,New Zealand,FJ,VFR
b73077af-5aea-4f27-b779-242b924d6cf0,23-30,F,Australia,EN,Business
be4f7ccc-edb6-4f67-bff2-97676c23f125,23-30,M,Fiji,EN,Leisure
bcbeb4da-e89d-4cbb-86b8-9e670f0aab77,31-45,M,Japan,EN,Business
5f5e9fba-5391-48c2-97b6-a6d5a1219d24,16-22,M,New Zealand,EN,VFR
d5e818ca-3c05-4191-ac33-b73f44c4c4b6,23-30,F,Australia,HI,VFR
8bd11f19-444a-41c9-a826-94151d7ef9b1,23-30,F,Singapore,EN,Business
eb0ed107-9ebe-4199-86e4-bda94b87b9b6,23-30,M,Australia,HI,Leisure
6cf7ee70-3b34-4adc-a68c-2dcb2bd93d9e,61+,F,Singapore,FJ,VFR
1dc8444f-a94a-4133-9d6a-2e5182e6e45d,16-22,M,Australia,EN,Leisure
305c1cc7-6240-4774-9f4c-13c569c8f5eb,23-30,M,Fiji,FJ,Business
3b48a9a7-af32-4466-b3e7-238df5c3b67c,16-22,M,New Zealand,EN,Leisure
a7beda11-aadb-4184-a103-ba707b7f71ca,46-60,F,New Zealand,FJ,Leisure
51055183-1418-4e08-96a7-9d4e5aedc51f,46-60,F,New Zealand,EN,Business
14447682-36ba-448a-9cc7-4f1242529e46,61+,F,New Zealand,EN,VFR
a6285577-5936-49a3-97a0-e0b35148f667,46-60,F,Fiji,FJ,Leisure
768e34ce-902b-4d34-962b-fddaae9dc738,31-45,M,New Zealand,HI,VFR
de406a5b-89cd-478a-9106-f62f2af0f87e,16-22,M,Fiji,EN,VFR
6d6a183b-4da7-4250-98ee-6472da193207,23-30,Non-Binary,New Zealand,FJ,VFR
808d495f-00aa-49b0-b561-9a28b22fb989,31-45,F,Australia,EN,Business
a1d966d6-26c8-4d64-8887-b630bd17b612,31-45,F,Fiji,HI,Leisure
bd6023de-fbd1-4ebc-965f-5cb10c64666a,46-60,F,New Zealand,FJ,Business
6eb00aeb-d5fb-49a9-b196-58ade2f498ce,16-22,M,Australia,FJ,Business
151dcc7c-fc6e-467e-81c9-67cbc654a745,23-30,M,USA,EN,Business
885396f1-cd70-4f11-9253-72a478bdd9ff,31-45,F,Australia,EN,VFR
a8a13df6-19bc-4b0a-b181-5d896f4d505f,61+,F,New Zealand,FJ,VFR
08937003-1c59-4da7-a7b3-57fd2dbc5c89,23-30,Non-Binary,Fiji,EN,Leisure
0e96f046-e674-4008-a52a-0999ee7b1a98,46-60,M,New Zealand,EN,VFR
09b165e8-10f3-4dc2-a6b9-5f5b7f4fffde,16-22,F,New Zealand,EN,Leisure
e10e0a3f-d002-4129-85ad-6b7a622d0c14,61+,M,Fiji,EN,Business
25daaec8-ab2d-4994-addd-d334b4cd13c6,23-30,F,Japan,FJ,Leisure
36492bdb-d8f7-4619-80f5-383d657c5939,23-30,F,Japan,EN,VFR
ed91850a-80ea-4a30-88da-914b9855bc25,31-45,M,Singapore,HI,Leisure
ea8ae7fb-d9ea-4e03-ac57-d076caf7e8c5,23-30,F,New Zealand,HI,Leisure
2bbfadbb-7c45-4f30-bfa0-bd3f0a648b68,16-22,F,Australia,EN,Leisure
c4977599-9f69-4170-93da-4e3ee68c0e82,16-22,Non-Binary,Singapore,FJ,VFR
8efeb080-488f-46e7-924f-e6bf4f6b2cfa,23-30,M,Fiji,EN,Leisure
88e4ee36-e4eb-41e9-9a76-6ce717a35e73,31-45,M,Fiji,EN,Leisure
6e4bca55-3551-42a1-9332-973b10221a4c,61+,M,Australia,HI,VFR
4ca49530-3ddf-4018-8013-464a1679b08d,61+,Non-Binary,Fiji,EN,VFR
2afd34d3-6ced-4110-8f60-6927d1b50973,31-45,M,Australia,EN,Leisure
29212652-6edf-4047-8e86-b294540aeda6,46-60,M,Fiji,FJ,Leisure
d50b486d-eb2f-4ce2-b0e4-8f2dd0c7f8e0,16-22,M,Singapore,EN,Leisure
87892cf6-c2c9-4bc9-9b4a-7834436c0f69,46-60,F,Australia,EN,Leisure
1a1d8f6e-87a3-4fa9-9ce7-3803bbc017d7,31-45,M,New Zealand,FJ,Leisure
f0b49c26-5c3c-40e9-b3da-d0deec7b7f27,46-60,F,Fiji,EN,Business
4a00b1c9-a410-44af-bcfc-8c06d3845a01,31-45,M,Fiji,EN,Leisure
2ef1e444-74d5-41b8-a440-41ecef16529f,61+,M,Singapore,EN,Leisure
218aa6e1-4a23-4cc5-a88b-360195ff5c9f,61+,M,USA,EN,Business
42f30913-b78d-443f-89c8-24c0f3fa1b88,46-60,F,Japan,EN,Business
c5d2d284-5cc6-40ee-a13b-d63448d45f0a,46-60,F,Other,FJ,Leisure
d3b5de97-b4dd-41c2-9f7a-cc808f47f88b,16-22,M,Fiji,FJ,Leisure
f61e7c42-1f53-4ee4-831b-bc317bd1be0f,61+,F,Singapore,EN,VFR
99cab50d-6833-4a34-84fe-5c16205494bb,16-22,M,Australia,EN,VFR
c3a1e252-cd20-42aa-b870-51b1195e2032,46-60,M,Australia,HI,Leisure
420949f6-e015-44c4-af59-6e64bad65c74,31-45,F,New Zealand,EN,Business
fbb596e9-c021-46d6-b91b-48f58bfa15b0,61+,M,New Zealand,EN,Business
09c0127b-9beb-4f10-8f07-121e83f1e618,31-45,M,New Zealand,EN,Leisure
2462f749-643a-49de-875d-1b353ec81065,16-22,M,Australia,FJ,Leisure
c3502fcc-47b0-4050-bc6e-6125a143d444,16-22,F,Rest of Pacific,EN,Leisure
8fced3cd-37f7-4e53-842f-143485ec5385,23-30,M,USA,EN,Leisure
ae8b3f86-2872-4522-9b34-3815f56a1b1b,61+,F,Singapore,FJ,Leisure
afe15407-feac-42ad-8980-d6f65ce9c34a,61+,F,Australia,EN,VFR
a2871edd-8e14-4413-ba31-e2018d18cc3c,16-22,M,Australia,EN,VFR
ff179606-d01d-4cff-984f-3770c2152d2d,31-45,F,New Zealand,FJ,Leisure
d1e1b59e-102e-4e7f-a724-e4a374eba91d,61+,M,Fiji,EN,Leisure
ecadc7de-25bf-45b4-a12a-0b449d384384,16-22,F,Australia,EN,Leisure
3f4d4af9-11c4-49fb-a13e-419897db0a27,23-30,M,Hong Kong,EN,Leisure
d5ca2ae8-bead-4e51-b5c8-8dda87dce976,46-60,F,Australia,EN,Leisure
cbe59609-5157-4397-82aa-c888a5d62ca0,61+,F,Other,FJ,Leisure
d63925ea-1222-472c-8c5a-de7dd44472bb,46-60,F,Australia,EN,Leisure
6f8885f8-01b0-4588-844e-3b7c4f37c266,31-45,M,Fiji,FJ,VFR
734509e7-438a-4fee-b2df-084e4c1197ec,23-30,F,Fiji,EN,Leisure
842e0bf0-7de6-4080-b545-3b2e35207d9d,61+,F,Fiji,FJ,Leisure
485b2fb9-06ad-41c6-b1cb-9ff284fcf039,46-60,M,Fiji,EN,Leisure
8f564298-cc67-4b5f-b41b-3d75a7657dea,46-60,F,Australia,FJ,Leisure
a23e11a3-e65c-4a85-9877-1946d374dc2a,16-22,M,Fiji,FJ,Leisure
21f46328-e1a3-45c4-ae37-96a2002cd2cf,46-60,F,Australia,FJ,Leisure
053cf666-77d3-44fd-8698-c1519fce7052,31-45,F,New Zealand,HI,Leisure
a7a253e0-f086-43c6-9783-59b63107b350,46-60,M,Australia,FJ,Business
076f5703-6924-4a44-8b06-a1e0939d5473,31-45,F,Australia,EN,Leisure
46a93240-df67-474f-a810-908900b38bb6,31-45,Non-Binary,New Zealand,HI,Leisure
e662ebf3-e38b-4ea7-a72b-de8246fa7233,16-22,F,New Zealand,EN,VFR
56414ec7-d0d8-4ac1-92c7-7ce1f9b0ca58,23-30,F,Japan,FJ,Leisure
64e18adb-3ff2-430c-8842-86fd549f0926,31-45,M,Rest of Pacific,EN,VFR
ceda27b1-d4ec-479a-aeb3-cf251b0ae178,46-60,F,New Zealand,HI,Leisure
287027fa-5d78-476a-964d-817a4f17c9b2,46-60,M,Australia,EN,Leisure
210adccb-ee51-43cb-9f86-78df04ef2c51,31-45,M,Singapore,HI,Leisure
f225943b-792a-4a5d-8aa2-e0b21a355723,46-60,M,Hong Kong,EN,Leisure
e5c5bc21-d8ac-47c3-971e-6ae70c904db4,61+,M,New Zealand,EN,VFR
a9c4715c-73af-4e81-a0ca-0ba7a74f6bb5,16-22,M,Fiji,EN,Leisure
a4f72a8c-9f1b-407a-a982-be2e58684809,46-60,F,USA,FJ,Business
416755d7-64f2-4f9d-9642-7238643eb05d,16-22,F,Singapore,FJ,Leisure
d8a0262c-7a34-456e-83ac-ddfd16b5eef1,31-45,M,Australia,FJ,Leisure
56640a9f-eb1b-4b2a-8e18-ec52b854e017,31-45,M,Japan,FJ,VFR
740210be-0803-4887-8bb1-61c18d921d23,31-45,M,New Zealand,EN,Leisure
8b75f875-3c93-41d5-9000-28d0b6cd306b,16-22,M,Australia,EN,VFR
910d905d-4f5e-447d-8770-7bd4f1c0b989,46-60,M,USA,EN,Leisure
8846f7fc-7d1f-44c8-b9f8-c005a1c05946,61+,F,Australia,EN,Leisure
64990e1e-5b8f-4a21-a198-aa74ab8e7732,16-22,M,Australia,EN,VFR
a808e0a0-a521-4f1c-b7ca-4fc05da1d3ce,61+,M,USA,FJ,VFR
1111c584-94aa-43d0-bbab-d047052fd494,46-60,F,New Zealand,FJ,VFR
07cfe96a-d417-42d6-9b49-5e87031b16ff,46-60,M,Australia,EN,VFR
7466a472-0c6a-4a5e-a6be-11afed62359c,16-22,F,Australia,EN,Leisure
6f1998c8-93ec-4ad2-a3c6-dff20be5b888,23-30,M,Other,EN,Leisure
e4af47bf-2475-494a-873f-510e271d7c4b,61+,F,USA,EN,Business
0cc81073-f070-4d87-8a15-82a5a045c20e,31-45,F,Australia,EN,Business
268583d3-ceca-4a16-a85a-a0ea96b1988a,61+,M,Rest of Pacific,FJ,VFR
6a534b14-2f95-4716-be0a-8cf34fc4b96d,46-60,M,Rest of Pacific,EN,Leisure
c51509fd-88a5-446b-bac7-16b2499596fd,46-60,M,Australia,FJ,Leisure
b53f00e1-69dc-451d-af3f-43b5617e4c50,16-22,M,New Zealand,EN,Business
c31189a0-7562-4b7b-aff1-375d6c702ab3,23-30,M,Singapore,FJ,Leisure
4ef6d13c-84a9-49fa-8ace-2db4c5ed00f7,31-45,M,Fiji,FJ,Leisure
8ab5345c-4dc8-454a-ba92-803877ac018f,61+,M,Australia,EN,Leisure
d486e8f3-eced-44d2-82ae-27325ca8ede0,23-30,F,Australia,EN,VFR
aa4ad407-5817-4483-ab30-c2653421f1f9,31-45,F,Fiji,EN,Leisure
5b75a7d3-b2c4-4afa-b27b-c542deee5e59,46-60,F,Australia,HI,Business
342bdb16-d22f-4b4f-8e17-b6fe1082c8ed,46-60,F,Australia,EN,Leisure
4c9afdaa-a4fe-40d8-a254-da8c4ec93cea,16-22,M,New Zealand,HI,Business
ba4eaa4f-044b-4eb8-91cc-78ded73ef5f3,16-22,F,Australia,EN,Leisure
dce94d8a-e503-4672-a076-cf5caa5f6057,61+,F,Rest of Pacific,FJ,Leisure
c8759452-668e-48c3-bdf2-2840aff0dd9b,23-30,M,New Zealand,EN,VFR
3ae9d453-79f9-4bf4-b275-7e6adc140085,23-30,F,New Zealand,EN,Leisure
fa633380-52f3-4ed5-832d-f86a07f1cd62,31-45,M,Fiji,EN,Business
28476f74-b5fe-4ce4-a31f-af305e74bfe1,61+,F,Australia,EN,Leisure
81e21898-0a6f-457b-9243-b7e992717123,16-22,M,Singapore,EN,Leisure
ee7b3a69-d435-4a8f-b213-38eedcee3630,61+,M,Japan,EN,Leisure
7b1d453a-63ea-4974-9752-4aed847e58b4,46-60,F,USA,HI,Leisure
7b88143d-0b36-46e6-8f8e-270b9971b4d2,16-22,F,Rest of Pacific,HI,Business
2a0dad57-4dae-4228-9b90-8a9fb930b693,23-30,F,Fiji,FJ,Business
bb226c90-3d3d-43cc-978c-3e042328931e,16-22,F,Fiji,FJ,VFR
033c4659-b60a-4e0d-8904-8343b8d1690b,46-60,M,Singapore,EN,VFR
fa0ffc29-7d98-4628-b990-5d7b172f5dd2,16-22,M,Fiji,HI,Leisure
4b02dac5-822e-4cbf-befa-b444bcbd9334,23-30,F,Fiji,EN,Leisure
5ad288ff-7e88-4753-ac11-68d77fcf5e13,46-60,F,Australia,EN,Leisure
a801a388-f9f3-4f3d-ab65-87c13ad0ac03,31-45,M,Rest of Pacific,HI,Leisure
57ae8959-f83a-4053-9ef8-4ebac40eab49,61+,F,Australia,FJ,VFR
e779ff53-69b8-4d90-a726-5adf8b626b2d,31-45,F,Fiji,FJ,Leisure
55f09d13-90f7-4370-8192-e54e3bf58341,46-60,Non-Binary,Australia,FJ,Business
9430d993-743b-47ae-9fb2-9f15b2d42b52,46-60,F,Australia,HI,Leisure
d657471d-b9f9-4292-a040-84da9e6627e4,46-60,F,Australia,EN,Business
20d66eb4-ffa9-49f0-92b7-d1d6d07ba905,23-30,M,Australia,EN,Leisure
66e8e23b-fea2-4fb4-bc38-412f74f40692,46-60,F,Japan,EN,Leisure
ac53a0bf-7954-4008-b2a5-85a91a71b002,61+,M,Australia,FJ,Business
bada85e1-0294-48de-a539-7a746d8dba94,23-30,M,Australia,EN,VFR
3978f19e-c35b-42ea-b44b-2132584bf070,46-60,Non-Binary,Australia,EN,VFR
09c314dc-81ce-46a6-a8cb-35a43afe7b2f,23-30,F,Fiji,EN,Leisure
7bb75bc6-f067-4e13-9314-a42677132a36,61+,F,Fiji,EN,Business
79f0f146-5ab2-4439-81f7-ab4dc04c082d,61+,M,USA,EN,Leisure
68045f73-c3c7-4e13-b57c-7e3fe69d8e3c,23-30,F,Fiji,HI,Business
df2db57a-0ee9-4e81-a721-9cb1ab575e9d,16-22,M,USA,EN,VFR
84c1319f-9404-4904-a13b-0f151bb652bb,31-45,M,Fiji,EN,Leisure
19e0b9aa-a9ee-4520-863c-85020f091597,46-60,F,Singapore,EN,Leisure
56ee99ab-e5e1-4367-9e81-915f30f66a86,31-45,F,Rest of Pacific,EN,Leisure
7f82cd47-514d-48a0-a447-4d7bd32b7349,61+,M,Japan,EN,Leisure
d4235400-f824-4632-8839-0c3db1f98741,31-45,F,Australia,EN,Leisure
214828c3-5ace-4f0f-a0f2-2b8653fad7df,16-22,M,Fiji,EN,Leisure
0d4054c6-34ce-40ae-aa0f-a590c0b3a313,31-45,F,Singapore,FJ,Leisure
82e27661-9b36-4b11-8f9e-8b3faaa1fd2c,31-45,M,Australia,EN,Leisure
c878d71c-3803-430e-ac1a-7617d28d2a71,61+,F,Australia,EN,Leisure
5e78a8d2-2eff-49f1-8d3d-8afa6c8b0da1,61+,F,Australia,FJ,Leisure
8287cc36-66f5-41a1-b725-4c7a38374124,46-60,F,Japan,EN,Leisure
222d7931-b8cf-495f-9637-eb0ca0b9264e,23-30,M,Australia,FJ,VFR
14abd00e-6d69-4c25-9a50-ad76424f1074,46-60,F,Singapore,EN,Leisure
2b0932c7-b484-4fc8-8b29-a9ad69476101,61+,F,Fiji,FJ,Leisure
b54bc498-6251-4a89-b826-e3292920061d,46-60,M,Other,EN,VFR
d5cd9e94-d59d-48b4-bcee-9f4775ce7ae2,31-45,Non-Binary,USA,FJ,Business
1ed6f93b-6b8f-4827-b04c-0e3f6cbe9139,31-45,F,Australia,EN,Business
5b2457ad-887b-42e1-90b1-68d50e12d521,61+,M,Fiji,EN,Business
1dcc1bb9-2adf-47a6-b834-15236654d64d,61+,F,Australia,HI,Business
903f20eb-abda-4efc-bd36-4273537f31bb,46-60,F,New Zealand,FJ,Leisure
f7794a49-fa97-467e-adf6-9a912f4b1ecc,46-60,F,Australia,FJ,VFR
88ad9d83-34b3-4b95-830e-99dc3135acac,31-45,M,Australia,FJ,Leisure
7130873a-81aa-4639-a5d5-3e2486dfd125,23-30,F,Australia,EN,VFR
a854edf3-3360-4740-99db-e846d59cb018,23-30,F,Singapore,EN,Business
bebb1e1e-6179-4a48-9765-742751f04606,61+,F,New Zealand,FJ,Business
afbda508-d51c-46bd-89e6-34b2368e2fe2,46-60,M,Australia,FJ,Leisure
7f8bdb7e-3d1e-4c15-8c03-1447a9c873d4,23-30,F,Australia,FJ,VFR
2698dc13-af14-4f1c-9f5a-696cad1003dd,46-60,M,Australia,EN,Business
4940388b-3eb5-4bec-af4d-229ccedd8473,16-22,F,Australia,FJ,Leisure
8681936f-49ff-4285-95ee-c2349b99d81b,31-45,M,Hong Kong,EN,Leisure
a6d6decf-e2a5-4c34-aeac-6a5d02852225,46-60,M,Australia,EN,Leisure
2de5cce0-aacd-4955-b833-968b091cbfc1,46-60,F,Fiji,EN,Leisure
16c6fd3c-5a1b-45fc-bacf-64a89d5a72bc,46-60,M,New Zealand,HI,Leisure
9afd8644-436f-4fb2-b9f3-9a5e762ad218,23-30,F,New Zealand,EN,Business
af458664-c949-4bd2-aa15-86e347851f84,46-60,M,Australia,FJ,Leisure
528cf2d3-1b72-4507-9e37-0647fbf9b6c7,16-22,F,Fiji,EN,VFR
2d6a03f9-5471-4696-994d-04cf69b0041e,23-30,M,Fiji,FJ,VFR
ba9157ae-a8b1-4c71-b0a2-2a7c0e650932,61+,F,New Zealand,FJ,VFR
b74f8540-946d-421a-832e-a54658f7491e,61+,M,Australia,EN,Leisure
16e800b5-e148-441a-8624-e952a189ec84,31-45,F,New Zealand,EN,Leisure
c38c5f2e-fcab-4222-84e2-ff7c05f704c5,16-22,F,Australia,FJ,Business
443374a0-65fe-41d7-8466-ed6efbb5ed25,46-60,M,Australia,EN,VFR
10d69fc3-0b0e-4a59-a931-fc12d9204f95,16-22,F,New Zealand,EN,Leisure
a890d29b-cca0-45e1-a442-dcac3cf72572,61+,F,USA,EN,Leisure
4feb5eea-2ad7-4ba0-9492-0a8a0db7184e,46-60,F,Fiji,EN,Leisure
4d60fcdd-8067-4cf5-9d5d-f63a8175a061,16-22,F,Japan,HI,Business
bfa3febd-d84b-41ef-aea8-c79616e402d1,23-30,F,Australia,EN,Leisure
361090cc-a177-44da-8eff-e26f40248432,46-60,F,Fiji,EN,Leisure
095a7166-c412-49d2-b25d-7fe3829507a9,23-30,M,Australia,EN,VFR
588299a4-1abc-43cf-990c-201fb63f1a86,16-22,M,Fiji,FJ,VFR
8ed1da64-2935-4294-a57d-2a52f077b1c8,46-60,F,Singapore,EN,Leisure
ad7ecf73-c791-4fea-a035-ab225bced92b,31-45,M,New Zealand,FJ,Leisure
ba03e0c5-627b-496f-873b-2422d4ef61c1,31-45,M,New Zealand,EN,Business
ee94961a-e1a8-4c81-8b0c-e8852f20ae9e,61+,F,USA,FJ,VFR
5342b93d-edaf-44b3-b963-aa56633dbb41,46-60,F,USA,FJ,Leisure
16e44c15-e61c-4e12-88b4-c14187975d0f,16-22,M,Australia,EN,Business
885aec6b-9831-4484-9109-a4b67fa8b0bb,31-45,F,Australia,EN,VFR
31ef5570-8ae2-4afc-838a-e254e2518081,61+,M,Fiji,EN,Business
a17b20ad-d570-43c6-84a4-69ad759a7573,46-60,M,Australia,EN,Business
b563e503-317f-4e8c-bda0-a488bcf9c3ec,31-45,F,Australia,FJ,VFR
ca7c6303-3cfc-4209-bf55-62e1a641c8e0,46-60,M,Fiji,FJ,Leisure
c70a67e4-94bd-4235-aa1b-e2437b683cde,61+,M,New Zealand,FJ,VFR
33089eb8-f3fe-49e6-815d-af961a40e42c,16-22,F,USA,EN,Business
7fed21f8-262c-4673-9e3b-f7975374fd66,61+,M,Australia,FJ,Business
cffd8646-faaa-40b2-bea6-f628c7a184d0,16-22,M,Hong Kong,EN,Leisure
7b68914b-ce6c-4f5f-ad6c-36ecd81ec1f4,23-30,M,USA,FJ,Leisure
