loyalty_id,passenger_id,tier_level,points_balance,status
TC-384424,a454a03d-a5fb-4295-8027-bd8e8f6ca552,Tabua Club / Oneworld Ruby,466406,Active
TC-566509,ce433fe4-bd45-44ab-a174-1290725c823b,Elite (Tabua Plus / Oneworld Sapphire/Emerald),410455,Active
TC-480805,d64b955f-db78-42fc-9cd3-10f41d34d8dc,Tabua Club / Oneworld Ruby,393112,Active
TC-715429,4377c80a-8613-4700-8052-ae052fb2188e,Tabua Club / Oneworld Ruby,274120,Active
TC-572161,31b795cb-4ef8-46af-9d24-5db9282343be,Tabua Club / Oneworld Ruby,218049,Active
TC-275445,00dfcf71-80cb-444b-bf7d-24f141f60888,Tabua Club / Oneworld Ruby,97409,Active
TC-995706,e4932d2e-fea5-41c7-b658-486f58ec1e59,Tabua Club / Oneworld Ruby,13111,Active
TC-231113,32aac3f0-7228-4fce-b5e9-e4455e2e5d21,Tabua Club / Oneworld Ruby,382562,Active
TC-346024,545a1506-8eff-46a8-aceb-e4a113434b1c,Tabua Club / Oneworld Ruby,348090,Active
TC-363871,cf274b9d-5327-46b7-9d88-28747aae0c94,Elite (Tabua Plus / Oneworld Sapphire/Emerald),494060,Active
TC-880009,d4ef7d2d-d5d8-4a69-80ae-b3f642560486,Tabua Club / Oneworld Ruby,368366,Active
TC-886159,ea038dc5-7909-42c7-8080-11b482e36b54,Elite (Tabua Plus / Oneworld Sapphire/Emerald),42976,Active
TC-320800,c5bbce42-cd9c-4fcd-b310-cb5c47dd9e03,Tabua Club / Oneworld Ruby,88509,Active
TC-516332,b6a976dc-7b8f-434e-8fe8-e1006baf97d8,Elite (Tabua Plus / Oneworld Sapphire/Emerald),55006,Active
TC-200195,20ba714b-95cc-464a-ae28-e9a3e22b1a85,Tabua Club / Oneworld Ruby,34445,Active
TC-596171,51c68e2d-2342-4ca6-b85d-ce4f6fd95f88,Elite (Tabua Plus / Oneworld Sapphire/Emerald),288537,Active
TC-156440,af9da6a6-6f5f-4103-ad6b-c29a731689ac,Elite (Tabua Plus / Oneworld Sapphire/Emerald),14822,Active
TC-908382,9e9cb436-5185-449f-8eb9-224a643e4076,Tabua Club / Oneworld Ruby,209148,Active
TC-649435,758879bb-c6fc-4986-98b8-b0e734315fbb,Elite (Tabua Plus / Oneworld Sapphire/Emerald),402078,Active
TC-187295,57bd947a-96cb-4a4d-b4b6-e8b4615f287d,Tabua Club / Oneworld Ruby,55488,Active
TC-375201,c746a9ea-8db8-4808-a024-097fec8feb82,Tabua Club / Oneworld Ruby,325063,Active
TC-262816,231159cd-2f56-4c69-9937-6ed6abbc4d51,Tabua Club / Oneworld Ruby,45203,Active
TC-786641,47a283c3-1df6-4ee3-9de9-49ce0ce3d89d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),489421,Active
TC-508783,b73077af-5aea-4f27-b779-242b924d6cf0,Elite (Tabua Plus / Oneworld Sapphire/Emerald),163199,Active
TC-340497,be4f7ccc-edb6-4f67-bff2-97676c23f125,Elite (Tabua Plus / Oneworld Sapphire/Emerald),130707,Active
TC-873422,bcbeb4da-e89d-4cbb-86b8-9e670f0aab77,Tabua Club / Oneworld Ruby,149989,Active
TC-564687,305c1cc7-6240-4774-9f4c-13c569c8f5eb,Elite (Tabua Plus / Oneworld Sapphire/Emerald),329456,Active
TC-232552,3b48a9a7-af32-4466-b3e7-238df5c3b67c,Elite (Tabua Plus / Oneworld Sapphire/Emerald),69827,Active
TC-652329,a6285577-5936-49a3-97a0-e0b35148f667,Tabua Club / Oneworld Ruby,440624,Active
TC-278895,a1d966d6-26c8-4d64-8887-b630bd17b612,Elite (Tabua Plus / Oneworld Sapphire/Emerald),15979,Active
TC-136862,151dcc7c-fc6e-467e-81c9-67cbc654a745,Tabua Club / Oneworld Ruby,348890,Active
TC-474175,885396f1-cd70-4f11-9253-72a478bdd9ff,Tabua Club / Oneworld Ruby,452081,Active
TC-440998,a8a13df6-19bc-4b0a-b181-5d896f4d505f,Tabua Club / Oneworld Ruby,454111,Active
TC-599284,ea8ae7fb-d9ea-4e03-ac57-d076caf7e8c5,Elite (Tabua Plus / Oneworld Sapphire/Emerald),245943,Active
TC-666843,c4977599-9f69-4170-93da-4e3ee68c0e82,Elite (Tabua Plus / Oneworld Sapphire/Emerald),491134,Active
TC-385647,4ca49530-3ddf-4018-8013-464a1679b08d,Tabua Club / Oneworld Ruby,288595,Active
TC-566453,29212652-6edf-4047-8e86-b294540aeda6,Tabua Club / Oneworld Ruby,71839,Active
TC-831510,87892cf6-c2c9-4bc9-9b4a-7834436c0f69,Elite (Tabua Plus / Oneworld Sapphire/Emerald),283742,Active
TC-285636,f0b49c26-5c3c-40e9-b3da-d0deec7b7f27,Tabua Club / Oneworld Ruby,310765,Active
TC-726612,2ef1e444-74d5-41b8-a440-41ecef16529f,Tabua Club / Oneworld Ruby,240360,Active
TC-761701,c5d2d284-5cc6-40ee-a13b-d63448d45f0a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),393645,Active
TC-766738,99cab50d-6833-4a34-84fe-5c16205494bb,Tabua Club / Oneworld Ruby,460954,Active
TC-691380,09c0127b-9beb-4f10-8f07-121e83f1e618,Tabua Club / Oneworld Ruby,229053,Active
TC-648887,8fced3cd-37f7-4e53-842f-143485ec5385,Tabua Club / Oneworld Ruby,336432,Active
TC-770593,ae8b3f86-2872-4522-9b34-3815f56a1b1b,Tabua Club / Oneworld Ruby,280856,Active
TC-424703,afe15407-feac-42ad-8980-d6f65ce9c34a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),477537,Active
TC-464032,a2871edd-8e14-4413-ba31-e2018d18cc3c,Tabua Club / Oneworld Ruby,253524,Active
TC-665883,3f4d4af9-11c4-49fb-a13e-419897db0a27,Tabua Club / Oneworld Ruby,120080,Active
TC-943797,d5ca2ae8-bead-4e51-b5c8-8dda87dce976,Elite (Tabua Plus / Oneworld Sapphire/Emerald),47952,Active
TC-563324,cbe59609-5157-4397-82aa-c888a5d62ca0,Tabua Club / Oneworld Ruby,162411,Active
TC-483551,485b2fb9-06ad-41c6-b1cb-9ff284fcf039,Tabua Club / Oneworld Ruby,217113,Active
TC-372427,21f46328-e1a3-45c4-ae37-96a2002cd2cf,Elite (Tabua Plus / Oneworld Sapphire/Emerald),82640,Active
TC-418319,46a93240-df67-474f-a810-908900b38bb6,Elite (Tabua Plus / Oneworld Sapphire/Emerald),6534,Active
TC-100096,e662ebf3-e38b-4ea7-a72b-de8246fa7233,Tabua Club / Oneworld Ruby,275368,Active
TC-954987,a9c4715c-73af-4e81-a0ca-0ba7a74f6bb5,Tabua Club / Oneworld Ruby,398564,Active
TC-989136,910d905d-4f5e-447d-8770-7bd4f1c0b989,Tabua Club / Oneworld Ruby,72460,Active
TC-460589,8846f7fc-7d1f-44c8-b9f8-c005a1c05946,Tabua Club / Oneworld Ruby,151346,Active
TC-591989,64990e1e-5b8f-4a21-a198-aa74ab8e7732,Tabua Club / Oneworld Ruby,281545,Active
TC-108721,1111c584-94aa-43d0-bbab-d047052fd494,Tabua Club / Oneworld Ruby,361589,Active
TC-615827,7466a472-0c6a-4a5e-a6be-11afed62359c,Elite (Tabua Plus / Oneworld Sapphire/Emerald),497478,Active
TC-892170,268583d3-ceca-4a16-a85a-a0ea96b1988a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),251120,Active
TC-414164,6a534b14-2f95-4716-be0a-8cf34fc4b96d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),5788,Active
TC-903072,c51509fd-88a5-446b-bac7-16b2499596fd,Tabua Club / Oneworld Ruby,226672,Active
TC-936726,4ef6d13c-84a9-49fa-8ace-2db4c5ed00f7,Elite (Tabua Plus / Oneworld Sapphire/Emerald),154575,Active
TC-726003,d486e8f3-eced-44d2-82ae-27325ca8ede0,Elite (Tabua Plus / Oneworld Sapphire/Emerald),122223,Active
TC-935471,342bdb16-d22f-4b4f-8e17-b6fe1082c8ed,Tabua Club / Oneworld Ruby,4784,Active
TC-674842,ba4eaa4f-044b-4eb8-91cc-78ded73ef5f3,Elite (Tabua Plus / Oneworld Sapphire/Emerald),196897,Active
TC-297731,c8759452-668e-48c3-bdf2-2840aff0dd9b,Elite (Tabua Plus / Oneworld Sapphire/Emerald),216868,Active
TC-687783,fa633380-52f3-4ed5-832d-f86a07f1cd62,Tabua Club / Oneworld Ruby,230169,Active
TC-513927,7b1d453a-63ea-4974-9752-4aed847e58b4,Elite (Tabua Plus / Oneworld Sapphire/Emerald),132017,Active
TC-271200,bb226c90-3d3d-43cc-978c-3e042328931e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),375833,Active
TC-872924,5ad288ff-7e88-4753-ac11-68d77fcf5e13,Tabua Club / Oneworld Ruby,339685,Active
TC-508654,e779ff53-69b8-4d90-a726-5adf8b626b2d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),435334,Active
TC-496737,55f09d13-90f7-4370-8192-e54e3bf58341,Tabua Club / Oneworld Ruby,116653,Active
TC-375754,d657471d-b9f9-4292-a040-84da9e6627e4,Tabua Club / Oneworld Ruby,42528,Active
TC-542750,20d66eb4-ffa9-49f0-92b7-d1d6d07ba905,Elite (Tabua Plus / Oneworld Sapphire/Emerald),328849,Active
TC-351198,ac53a0bf-7954-4008-b2a5-85a91a71b002,Tabua Club / Oneworld Ruby,271852,Active
TC-901676,68045f73-c3c7-4e13-b57c-7e3fe69d8e3c,Tabua Club / Oneworld Ruby,420408,Active
TC-743003,56ee99ab-e5e1-4367-9e81-915f30f66a86,Tabua Club / Oneworld Ruby,424401,Active
TC-827632,0d4054c6-34ce-40ae-aa0f-a590c0b3a313,Tabua Club / Oneworld Ruby,359948,Active
TC-385071,c878d71c-3803-430e-ac1a-7617d28d2a71,Tabua Club / Oneworld Ruby,150252,Active
TC-779956,14abd00e-6d69-4c25-9a50-ad76424f1074,Elite (Tabua Plus / Oneworld Sapphire/Emerald),390507,Active
TC-657783,1dcc1bb9-2adf-47a6-b834-15236654d64d,Tabua Club / Oneworld Ruby,425048,Active
TC-381880,afbda508-d51c-46bd-89e6-34b2368e2fe2,Elite (Tabua Plus / Oneworld Sapphire/Emerald),217480,Active
TC-297132,2698dc13-af14-4f1c-9f5a-696cad1003dd,Tabua Club / Oneworld Ruby,448470,Active
TC-171789,a6d6decf-e2a5-4c34-aeac-6a5d02852225,Tabua Club / Oneworld Ruby,96633,Active
TC-243260,2de5cce0-aacd-4955-b833-968b091cbfc1,Tabua Club / Oneworld Ruby,152831,Active
TC-215717,ba9157ae-a8b1-4c71-b0a2-2a7c0e650932,Tabua Club / Oneworld Ruby,334915,Active
TC-577461,4feb5eea-2ad7-4ba0-9492-0a8a0db7184e,Tabua Club / Oneworld Ruby,324868,Active
TC-574760,bfa3febd-d84b-41ef-aea8-c79616e402d1,Tabua Club / Oneworld Ruby,143676,Active
TC-834498,095a7166-c412-49d2-b25d-7fe3829507a9,Elite (Tabua Plus / Oneworld Sapphire/Emerald),327502,Active
TC-615895,588299a4-1abc-43cf-990c-201fb63f1a86,Elite (Tabua Plus / Oneworld Sapphire/Emerald),99455,Active
TC-436219,8ed1da64-2935-4294-a57d-2a52f077b1c8,Tabua Club / Oneworld Ruby,11168,Active
TC-259540,ad7ecf73-c791-4fea-a035-ab225bced92b,Tabua Club / Oneworld Ruby,27021,Active
TC-660957,ee94961a-e1a8-4c81-8b0c-e8852f20ae9e,Tabua Club / Oneworld Ruby,12602,Active
TC-294969,5342b93d-edaf-44b3-b963-aa56633dbb41,Elite (Tabua Plus / Oneworld Sapphire/Emerald),54620,Active
TC-395818,33089eb8-f3fe-49e6-815d-af961a40e42c,Elite (Tabua Plus / Oneworld Sapphire/Emerald),142135,Active
TC-231113,cffd8646-faaa-40b2-bea6-f628c7a184d0,Tabua Club / Oneworld Ruby,375968,Active
TC-559713,1b790f7e-2609-4fec-be6e-f4a59bbec1b4,Elite (Tabua Plus / Oneworld Sapphire/Emerald),382213,Active
TC-108602,a5851a81-b7f3-4600-bb8d-21e39a6912e9,Tabua Club / Oneworld Ruby,123059,Active
TC-194578,3bcbe269-4020-4acc-bee8-bdc8003ee31a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),80001,Active
TC-115440,e6e79c22-4d0b-439f-aa14-d6dbd24be2db,Elite (Tabua Plus / Oneworld Sapphire/Emerald),259777,Active
TC-327738,07326e31-7159-4d1d-8ebe-f0f97148248f,Tabua Club / Oneworld Ruby,180260,Active
TC-540656,154ca950-d590-4b83-b970-32b2d92083ba,Elite (Tabua Plus / Oneworld Sapphire/Emerald),164355,Active
TC-923892,9c49baa4-a9e7-4792-9826-caed610fcc2b,Tabua Club / Oneworld Ruby,420148,Active
TC-622605,d3193aa1-9cb5-459c-8e6a-fc7fc29547c0,Elite (Tabua Plus / Oneworld Sapphire/Emerald),195719,Active
TC-586208,a1864925-9596-487c-98f0-d93709635d5d,Tabua Club / Oneworld Ruby,366394,Active
TC-929868,3099c70d-ae06-45e0-a414-77e095d097ff,Tabua Club / Oneworld Ruby,17639,Active
TC-446290,015df07a-e763-4d05-9dd6-f6aa9124e1af,Tabua Club / Oneworld Ruby,43060,Active
TC-984522,0cd3a80a-02c9-4287-9150-94bf005c85da,Tabua Club / Oneworld Ruby,394514,Active
TC-253184,9359eb33-7c1c-46a0-aed3-a84f590e7c85,Tabua Club / Oneworld Ruby,30380,Active
TC-379449,32fbacd7-0298-4946-aab3-a02d4f1eeff0,Tabua Club / Oneworld Ruby,407665,Active
TC-511484,dc666a92-c90a-4aba-b771-18a0e519760b,Elite (Tabua Plus / Oneworld Sapphire/Emerald),38426,Active
TC-669578,a5756745-d604-495f-a2ca-0a36a6deeeb3,Tabua Club / Oneworld Ruby,247492,Active
TC-290425,d4e38356-cfd4-4558-89b2-a28e6e0275d8,Elite (Tabua Plus / Oneworld Sapphire/Emerald),101764,Active
TC-982417,d6d0e0e3-a771-4441-aa34-c682d371b3bf,Tabua Club / Oneworld Ruby,132113,Active
TC-956949,3ca05185-dae6-45ae-8530-e695a5fa07cd,Tabua Club / Oneworld Ruby,201056,Active
TC-968485,f4203f61-bc06-4104-a855-3f208cf9f2f2,Elite (Tabua Plus / Oneworld Sapphire/Emerald),7614,Active
TC-227885,c21a58ac-fec8-416e-b2c0-4a341608c400,Tabua Club / Oneworld Ruby,403729,Active
TC-849398,52386daa-d0de-4715-9da6-194e0640d992,Elite (Tabua Plus / Oneworld Sapphire/Emerald),131527,Active
TC-503489,9c2af17a-7c89-4d25-a1a6-c98a88bc3d90,Tabua Club / Oneworld Ruby,405344,Active
TC-564478,2f172d44-32d6-4399-8998-26160b8446ea,Elite (Tabua Plus / Oneworld Sapphire/Emerald),130584,Active
TC-873449,ba4d6f41-8793-490b-804f-73a4476c6f93,Tabua Club / Oneworld Ruby,18569,Active
TC-308855,5ab7b73a-9f4b-4666-b1fa-55e0ae17954d,Tabua Club / Oneworld Ruby,242610,Active
TC-871041,5620a59d-2b3c-4ae2-b578-b20d631e4677,Elite (Tabua Plus / Oneworld Sapphire/Emerald),405223,Active
TC-198524,a384be69-83f5-4213-a622-8ad045bed6b5,Elite (Tabua Plus / Oneworld Sapphire/Emerald),274226,Active
TC-798359,716bceeb-675c-4865-9da6-e5407fe69887,Tabua Club / Oneworld Ruby,110286,Active
TC-595793,592211e0-a3a6-4a17-8967-b0fe0a094810,Tabua Club / Oneworld Ruby,205012,Active
TC-814544,34dc3aae-8a79-4350-a3c5-2a50ec981f40,Tabua Club / Oneworld Ruby,164635,Active
TC-438756,89646412-3d5d-40f0-b151-e45fd23ba744,Elite (Tabua Plus / Oneworld Sapphire/Emerald),84158,Active
TC-759726,0ba866e5-a966-414d-a24b-30b41c15b604,Tabua Club / Oneworld Ruby,382805,Active
TC-144235,9eb57672-f6cc-40e3-a0dd-10e4fe289a6a,Tabua Club / Oneworld Ruby,391450,Active
TC-676276,5de90b23-e6b6-4739-a8d7-fdca62761d04,Tabua Club / Oneworld Ruby,274115,Active
TC-228074,2fba5c6e-e1ca-4d2f-87b8-e4fdbcd1a052,Tabua Club / Oneworld Ruby,133808,Active
TC-604605,c402dc4e-474e-41ec-9d96-925b1cf4ad54,Tabua Club / Oneworld Ruby,335768,Active
TC-413328,c61938c0-7230-46d0-8dca-78b2e9459d8d,Tabua Club / Oneworld Ruby,105188,Active
TC-477934,f85e9caa-a09d-4e06-afa5-5065df75492a,Tabua Club / Oneworld Ruby,466315,Active
TC-154617,8736d60c-55ce-4c87-a5e0-e91d7d7e297a,Tabua Club / Oneworld Ruby,453805,Active
TC-799080,3bffe101-2842-41d1-9ac7-226ebc9e0783,Elite (Tabua Plus / Oneworld Sapphire/Emerald),115183,Active
TC-218414,147db065-117a-4d3c-ba61-ac5ccfc754f1,Elite (Tabua Plus / Oneworld Sapphire/Emerald),124714,Active
TC-763653,a018b09f-9bd9-42be-a81f-5dba6ac590f2,Tabua Club / Oneworld Ruby,228625,Active
TC-440277,e7360285-e335-4477-87e0-33d2e4061aa6,Tabua Club / Oneworld Ruby,8899,Active
TC-275490,c6423c64-67ba-4f54-a523-b4c54a69b666,Tabua Club / Oneworld Ruby,417489,Active
TC-389511,5e220a4f-a30b-476b-8d91-7a2e9ecabab1,Elite (Tabua Plus / Oneworld Sapphire/Emerald),307549,Active
TC-225461,23ac11dc-f363-42e7-904e-6c5d0437fb35,Tabua Club / Oneworld Ruby,208517,Active
TC-927477,0a99bc1d-306b-4e0b-8914-925f779345f4,Tabua Club / Oneworld Ruby,128448,Active
TC-109363,2a0b91a6-5dda-4776-9516-5c7a59387e70,Tabua Club / Oneworld Ruby,23016,Active
TC-709303,a9f49e76-fa53-4e9f-ae75-56d8ffe40a6a,Tabua Club / Oneworld Ruby,411766,Active
TC-824305,3926e412-ac13-44bb-b7d2-3b75527820c5,Elite (Tabua Plus / Oneworld Sapphire/Emerald),250178,Active
TC-821846,950d5a14-d881-4e30-93e1-27ed3c7dc5be,Elite (Tabua Plus / Oneworld Sapphire/Emerald),313586,Active
TC-262520,ce875bb1-923f-45a8-be42-40a40d3e3bb1,Tabua Club / Oneworld Ruby,195719,Active
TC-908239,cc029fb2-aae1-45c8-9fa1-5c4ad195ae56,Elite (Tabua Plus / Oneworld Sapphire/Emerald),47913,Active
TC-360804,3dae2875-4514-4ee6-ba6f-1347201c9e3e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),83679,Active
TC-624203,c07219f5-c5e0-459c-8050-025d910a82e0,Tabua Club / Oneworld Ruby,48920,Active
TC-819265,f7b34d2d-4d85-403c-97e6-63b2596b3799,Tabua Club / Oneworld Ruby,325348,Active
TC-454861,a81cc16d-b75b-4f70-b805-4dfb045de2f9,Elite (Tabua Plus / Oneworld Sapphire/Emerald),489032,Active
TC-896456,48b614ff-8986-4a6b-8ca7-95c055080838,Tabua Club / Oneworld Ruby,328749,Active
TC-162969,40c7e9a0-9607-44d0-840f-f959c2a150b5,Tabua Club / Oneworld Ruby,32339,Active
TC-472787,37dc2ef5-bf17-4b25-936c-18aac0b5835f,Elite (Tabua Plus / Oneworld Sapphire/Emerald),338942,Active
TC-261395,45a60c74-d786-4655-83f8-eba41562c422,Tabua Club / Oneworld Ruby,368697,Active
TC-662407,87a9605e-8466-422a-8497-5e4b4c6733bf,Elite (Tabua Plus / Oneworld Sapphire/Emerald),415956,Active
TC-212608,b37bd40a-de07-435c-a74f-d29d637a3c33,Tabua Club / Oneworld Ruby,66969,Active
TC-611540,34fa3dcb-7282-4935-bb85-eeec360e9859,Tabua Club / Oneworld Ruby,122988,Active
TC-432125,c426842f-5920-47d6-b730-070bdfebae0c,Tabua Club / Oneworld Ruby,293736,Active
TC-926867,e9e532e6-51f6-471f-8d94-d7cc67a17ad8,Tabua Club / Oneworld Ruby,338980,Active
TC-893454,b73cee51-7afc-45f7-8e4a-924f2b875fca,Tabua Club / Oneworld Ruby,183094,Active
TC-944654,7b8a809a-8d89-42f8-a02b-06947e978cb4,Elite (Tabua Plus / Oneworld Sapphire/Emerald),468557,Active
TC-560030,0ea479d9-87f0-470a-8329-9d25c00e2421,Tabua Club / Oneworld Ruby,385402,Active
TC-302338,9ee75f9c-8d5f-4874-bcef-1ce8607bd56b,Tabua Club / Oneworld Ruby,12195,Active
TC-822730,a6ddbfa2-6c39-4f9a-9623-ce030b9958c5,Elite (Tabua Plus / Oneworld Sapphire/Emerald),199059,Active
TC-475565,ff896844-b6f2-4e72-91de-7a9544616830,Tabua Club / Oneworld Ruby,380793,Active
TC-241276,e9e88d4a-cce8-40b4-b5f6-0b086d441fa3,Tabua Club / Oneworld Ruby,132437,Active
TC-141406,e90fdadb-1b51-42fd-bf2a-9646e63fe70f,Elite (Tabua Plus / Oneworld Sapphire/Emerald),255438,Active
TC-840951,0523a07f-8871-4167-a37a-fab4ac0765c3,Elite (Tabua Plus / Oneworld Sapphire/Emerald),230376,Active
TC-686179,4b348760-af47-450b-8779-988c4ed1155d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),155515,Active
TC-669097,7e07152e-331d-4ba4-a08b-f4359b28f088,Elite (Tabua Plus / Oneworld Sapphire/Emerald),366448,Active
TC-613898,70fa723c-9296-4439-8aee-7204b809b94d,Tabua Club / Oneworld Ruby,100497,Active
TC-694229,302a5a11-df1a-433e-afa2-773176312772,Elite (Tabua Plus / Oneworld Sapphire/Emerald),98846,Active
TC-670027,fc21a005-1325-4c69-aa98-a6d45524253c,Tabua Club / Oneworld Ruby,183276,Active
TC-439403,6f75c730-91ee-40ff-abf4-053dba9c9acf,Elite (Tabua Plus / Oneworld Sapphire/Emerald),384989,Active
TC-591147,3187d266-9c11-4167-9bcd-81181bd3c1b3,Tabua Club / Oneworld Ruby,145349,Active
TC-971733,93cdac0e-da2c-452d-a1c0-822b2020678d,Tabua Club / Oneworld Ruby,314880,Active
TC-681456,786ff373-dc62-49c5-9d4f-847cecde090b,Tabua Club / Oneworld Ruby,85066,Active
TC-172222,46e39f08-70b6-493f-aa25-b0ab82ab30e1,Tabua Club / Oneworld Ruby,279468,Active
TC-262555,f04676cb-78bf-44fe-bbee-bba506f045b8,Tabua Club / Oneworld Ruby,236606,Active
TC-410035,6b7e7958-da18-4eb1-8eec-7288adc053fa,Elite (Tabua Plus / Oneworld Sapphire/Emerald),430611,Active
TC-376141,73156c5a-294d-49b5-887a-c05e504755c7,Tabua Club / Oneworld Ruby,284957,Active
TC-484945,cd7f5aaa-3979-4d1f-b00a-c548f28f7e04,Tabua Club / Oneworld Ruby,239068,Active
TC-100754,7a31710b-fe7d-4222-abdc-1a24643c376e,Tabua Club / Oneworld Ruby,407804,Active
TC-769018,3c6b7cd8-373b-4b10-ab83-e21f6079a173,Tabua Club / Oneworld Ruby,266267,Active
TC-497455,cae72be2-ec85-4d75-808b-37a3515d9872,Tabua Club / Oneworld Ruby,385647,Active
TC-294546,bf1f06ee-666f-4927-a956-f67c69beb5d1,Tabua Club / Oneworld Ruby,463910,Active
TC-119629,1c267587-a99c-426f-9a3e-59c81984bf83,Tabua Club / Oneworld Ruby,325919,Active
TC-998450,74e4061e-5551-489a-8cfd-3e5aa7645ba6,Tabua Club / Oneworld Ruby,191880,Active
TC-913712,b78de2ea-3fca-4c43-b234-1c8ee275631c,Tabua Club / Oneworld Ruby,326162,Active
TC-350385,b1c77537-64eb-40ae-a233-853f96b1ed35,Elite (Tabua Plus / Oneworld Sapphire/Emerald),169136,Active
TC-856027,3da06764-3e2b-4942-8e80-2acaf7a04478,Tabua Club / Oneworld Ruby,34209,Active
TC-790266,382d1760-c9b4-4e82-9e7a-d2db6ead733e,Tabua Club / Oneworld Ruby,283568,Active
TC-958835,3b8953a9-1f1f-48b0-a012-16c4f0630fe3,Elite (Tabua Plus / Oneworld Sapphire/Emerald),204156,Active
TC-299092,53cbef17-cfed-4fb2-b792-21fe0260125a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),275763,Active
TC-816412,f3cb53d1-3176-4010-ac52-35f8c0e4af27,Tabua Club / Oneworld Ruby,261859,Active
TC-902930,ade17696-b860-4960-9354-fe331fcde2a0,Tabua Club / Oneworld Ruby,290127,Active
TC-261618,77783acf-4e50-4b5b-9f3e-d3731020c7f6,Elite (Tabua Plus / Oneworld Sapphire/Emerald),322409,Active
TC-396882,0223bfb5-4a91-4907-be95-c5b15eff16a7,Tabua Club / Oneworld Ruby,170135,Active
TC-529711,becefa7e-7523-4376-9956-f517f1b4e81a,Tabua Club / Oneworld Ruby,337018,Active
TC-437666,82ec0e3d-a3e4-42a8-87e8-9270cf656a54,Elite (Tabua Plus / Oneworld Sapphire/Emerald),58915,Active
TC-200932,61cb34d7-b953-4a5a-a874-1a4bca0be965,Tabua Club / Oneworld Ruby,275307,Active
TC-790897,476e26a4-1489-416b-af7c-c144f1c8f685,Tabua Club / Oneworld Ruby,35959,Active
TC-145903,79eab9df-5334-4e5a-bd5a-d5f5f1fc3637,Tabua Club / Oneworld Ruby,438881,Active
TC-236078,467e89e6-3c84-44e0-8a94-b6733096f488,Elite (Tabua Plus / Oneworld Sapphire/Emerald),94658,Active
TC-132792,ab09585d-7563-4ada-b414-a3b2d0c7b225,Tabua Club / Oneworld Ruby,106947,Active
TC-212255,28012427-70ed-485c-98e4-0f5a963f77f5,Tabua Club / Oneworld Ruby,255473,Active
TC-300924,d801d3e9-506b-44d5-9f1b-ddf69c72ae04,Tabua Club / Oneworld Ruby,52775,Active
TC-133362,5b973e10-d208-4089-94c3-506cc38fc6cd,Tabua Club / Oneworld Ruby,300374,Active
TC-772925,7a9398b0-afa8-470a-8109-ccaf2fc87502,Tabua Club / Oneworld Ruby,439461,Active
TC-507475,c4627759-b97a-4fa1-a776-b364ef39bd13,Tabua Club / Oneworld Ruby,345940,Active
TC-613707,e7205a12-e931-4480-99ca-e75d22452eda,Tabua Club / Oneworld Ruby,276681,Active
TC-754280,d693fbed-b87b-4a35-8b26-edfcecde8b92,Elite (Tabua Plus / Oneworld Sapphire/Emerald),368690,Active
TC-718975,c6b412a3-e930-4065-a483-88c68ffae6f0,Tabua Club / Oneworld Ruby,135185,Active
TC-151470,aaebc5f4-a916-4e7b-a19b-b7610dc3ccc8,Elite (Tabua Plus / Oneworld Sapphire/Emerald),193075,Active
TC-331444,3764da52-5471-402c-a210-64dfeee50d8c,Tabua Club / Oneworld Ruby,318694,Active
TC-852715,8e430d85-183e-4f4d-8dfc-7780bd849374,Tabua Club / Oneworld Ruby,38158,Active
TC-113721,6ac62481-857a-493a-a41a-41303ff02b13,Elite (Tabua Plus / Oneworld Sapphire/Emerald),488698,Active
TC-318877,69ea5e20-e348-4770-a89a-39d9f6a6afab,Tabua Club / Oneworld Ruby,344801,Active
TC-615276,6f734b87-b1f3-43c3-91bf-4fa4cd1e9b27,Tabua Club / Oneworld Ruby,487750,Active
TC-972496,90cf5ef5-706b-4073-aa58-2f96d6decde9,Tabua Club / Oneworld Ruby,42920,Active
TC-590795,b4942724-1b1f-4562-a4e8-a1db27199c2c,Elite (Tabua Plus / Oneworld Sapphire/Emerald),420965,Active
TC-769952,50920f37-7f0d-4fca-aa5e-1f0490e5ff96,Tabua Club / Oneworld Ruby,32824,Active
TC-478458,d98fd1a8-9d58-4b0c-95d6-026acffee123,Elite (Tabua Plus / Oneworld Sapphire/Emerald),293563,Active
TC-879592,dd4f9dc4-b45c-4f2f-9d9c-3976d1e8a911,Elite (Tabua Plus / Oneworld Sapphire/Emerald),492909,Active
TC-536158,a81547ef-476d-4330-b2c5-82e0ca881992,Tabua Club / Oneworld Ruby,431978,Active
TC-486996,8bdee6c3-08f7-4601-87ff-1d7c1aa7b42e,Tabua Club / Oneworld Ruby,417415,Active
TC-842846,8357ee8f-85cf-47be-bf71-23410885f575,Tabua Club / Oneworld Ruby,31566,Active
